order_id,restaurant_name,customer_id,cost_of_the_order,rating,delivery_time,day_of_the_week,cuisine_type,restaurant_id
1477360,Sarabeth's Restaurant,91907,12.08,0.0,26,Weekend,American,99
1477163,Shake Shack,376578,15.76,5.0,24,Weekend,American,15
1476732,Blue Ribbon Fried Chicken,212469,33.03,5.0,24,Weekend,American,4
1477987,Blue Ribbon Sushi,104563,24.25,4.0,23,Weekend,Japanese,18
1478315,Shake Shack,235818,12.13,0.0,19,Weekend,American,15
1476941,Sarabeth's East,127149,5.72,0.0,26,Weekend,American,36
1477014,Xe May Sandwich Shop,399520,7.96,5.0,29,Weekend,Vietnamese,100
1476640,Hibino,142773,14.02,4.0,15,Weekend,Japanese,101
1478272,The Kati Roll Company,318874,14.07,5.0,17,Weekend,Indian,25
1477026,CafÌ© China,355592,21.83,4.0,15,Weekend,Chinese,62
1476897,Hill Country Fried Chicken,197265,29.15,0.0,17,Weekend,Southern,37
1476560,Shake Shack,149508,22.26,4.0,17,Weekend,American,15
1477007,Yama Japanese Restaurant,342882,5.82,0.0,30,Weekend,Japanese,58
1477958,Blue Ribbon Fried Chicken,309981,29.1,0.0,27,Weekend,American,4
1478102,The Smile,165695,13.39,0.0,16,Weekend,American,88
1478088,Nobu Next Door,77540,9.7,5.0,29,Weekend,Japanese,45
1478252,Dos Caminos,94167,22.36,0.0,26,Weekend,Mexican,94
1477964,The Meatball Shop,165130,12.13,4.0,32,Weekday,Italian,7
1477708,Bareburger,141908,6.07,4.0,15,Weekend,American,55
1476623,Blue Ribbon Fried Chicken,277898,24.3,5.0,26,Weekend,American,4
1476912,Yama Japanese Restaurant,149386,8.78,4.0,28,Weekend,Japanese,58
1478104,Osteria Morini,75722,24.25,0.0,24,Weekday,Italian,46
1478065,RedFarm Broadway,212326,20.18,0.0,26,Weekday,Chinese,33
1477196,Cafe Habana,50123,4.85,5.0,22,Weekend,Mexican,3
1477531,RedFarm Broadway,52463,6.06,3.0,18,Weekend,Chinese,33
1476580,Waverly Diner,331143,6.84,0.0,18,Weekend,American,83
1477844,Mira Sushi,134340,13.05,4.0,29,Weekend,Japanese,102
1477192,Vanessa's Dumpling House,374286,5.92,0.0,32,Weekday,Chinese,89
1476618,Shake Shack,351749,12.13,5.0,26,Weekday,American,15
1477256,Shake Shack,196355,12.18,5.0,31,Weekday,American,15
1477919,Five Guys Burgers and Fries,75484,29.15,0.0,16,Weekend,American,19
1478120,Blue Ribbon Fried Chicken,47440,8.1,0.0,22,Weekend,American,4
1477791,Shake Shack,300549,7.23,3.0,18,Weekend,American,15
1477806,Boqueria,195927,12.66,0.0,30,Weekend,Spanish,63
1477631,The Meatball Shop,115519,12.23,4.0,28,Weekend,Italian,7
1477566,Shake Shack,211697,9.07,4.0,32,Weekday,American,15
1477156,ilili Restaurant,93797,6.02,0.0,29,Weekday,Middle Eastern,87
1478136,Five Guys Burgers and Fries,61388,14.12,4.0,27,Weekend,American,19
1477690,Melt Shop,370096,21.93,5.0,18,Weekend,American,103
1477237,Jack's Wife Freda,59217,16.15,4.0,22,Weekend,Mediterranean,39
1477107,Shake Shack,211697,7.08,4.0,23,Weekend,American,15
1478108,Momoya,87188,32.93,3.0,27,Weekday,Japanese,59
1478047,Blue Ribbon Fried Chicken,127934,12.13,0.0,26,Weekend,American,4
1477535,S'MAC,125123,15.57,5.0,28,Weekend,American,76
1477517,The Meatball Shop,77793,29.15,5.0,30,Weekend,Italian,7
1478029,S'MAC,403019,15.47,5.0,32,Weekday,American,76
1476585,S'MAC,141918,12.37,4.0,28,Weekend,American,76
1477620,Tamarind TriBeCa,148320,16.49,0.0,28,Weekday,Indian,6
1476664,Blue Ribbon Fried Chicken,164016,24.3,5.0,27,Weekday,American,4
1478422,The Meatball Shop,197832,14.84,0.0,28,Weekend,Italian,7
1477482,Yama Japanese Restaurant,114919,25.27,0.0,16,Weekend,Japanese,58
1477271,The Meatball Shop,94152,17.08,5.0,26,Weekday,Italian,7
1477094,Blue Ribbon Fried Chicken,384571,22.31,5.0,27,Weekday,American,4
1477722,Dos Caminos,347263,12.08,5.0,26,Weekday,Mexican,94
1476831,RedFarm Broadway,169478,12.61,4.0,17,Weekend,Chinese,33
1477843,Blue Ribbon Sushi Izakaya,241719,13.1,5.0,28,Weekday,Japanese,2
1477323,RedFarm Hudson,59181,12.13,5.0,29,Weekend,Chinese,17
1477066,Shake Shack,376381,8.25,0.0,15,Weekend,American,15
1477914,Blue Ribbon Sushi Bar & Grill,366975,16.39,0.0,18,Weekend,Japanese,42
1478064,Han Dynasty,221430,14.75,0.0,16,Weekend,Chinese,49
1477711,J. G. Melon,67647,12.66,4.0,20,Weekend,American,104
1477410,Mamoun's Falafel,39011,9.07,0.0,24,Weekend,Mediterranean,40
1477278,Hummus Place,347263,16.15,4.0,28,Weekend,Middle Eastern,105
1477663,Nobu Next Door,93133,29.29,4.0,24,Weekday,Japanese,45
1477195,Cafeteria,64830,20.47,3.0,24,Weekday,American,34
1477737,Tarallucci e Vino Restaurant,104548,11.59,0.0,15,Weekend,Italian,84
1477058,The Kati Roll Company,65779,24.35,0.0,29,Weekday,Indian,25
1476996,Sushi of Gari 46,149984,16.44,4.0,27,Weekend,Japanese,24
1477193,P.J. Clarke's,304291,5.92,3.0,30,Weekday,American,85
1476596,The Meatball Shop,199735,14.12,0.0,18,Weekend,Italian,7
1477154,S'MAC,143796,5.92,4.0,30,Weekday,American,76
1478278,Blue Ribbon Fried Chicken,42755,13.0,0.0,30,Weekend,American,4
1478355,The Meatball Shop,68103,21.83,4.0,20,Weekend,Italian,7
1476557,Otto Enoteca Pizzeria,348787,16.15,0.0,22,Weekend,Italian,22
1477264,The Meatball Shop,35774,12.23,0.0,33,Weekday,Italian,7
1476806,Chipotle Mexican Grill $1.99 Delivery,203370,24.3,0.0,33,Weekday,Mexican,32
1478000,ilili Restaurant,167136,29.05,0.0,29,Weekend,Middle Eastern,87
1478159,Shake Shack,57943,15.76,3.0,29,Weekend,American,15
1476910,TAO,397362,8.1,5.0,16,Weekend,Japanese,28
1476660,Blue Ribbon Sushi,47280,12.18,5.0,29,Weekend,Japanese,18
1477558,Cafe Mogador,268365,25.17,4.0,30,Weekend,Middle Eastern,21
1477458,Shake Shack,114247,20.23,0.0,18,Weekend,American,15
1477233,Saravanaa Bhavan,110138,9.12,5.0,28,Weekday,Indian,106
1477772,TAO,91958,12.18,0.0,33,Weekday,Japanese,28
1477319,Westville Hudson,145389,20.23,0.0,29,Weekday,American,43
1477731,Blue Ribbon Sushi Izakaya,122609,24.25,5.0,21,Weekend,Japanese,2
1477571,Blue Ribbon Fried Chicken,121476,16.2,0.0,23,Weekend,American,4
1477274,Melt Shop,96877,9.12,0.0,33,Weekday,American,103
1477276,Friend of a Farmer,304449,9.75,0.0,30,Weekend,American,107
1478046,The Loop,53289,31.38,4.0,24,Weekend,Japanese,108
1478398,Blue Ribbon Fried Chicken,137617,24.3,5.0,21,Weekend,American,4
1477991,The Meatball Shop,69713,19.35,5.0,23,Weekend,Italian,7
1478267,Han Dynasty,93065,14.16,0.0,23,Weekend,Chinese,49
1477901,indikitch,353676,9.26,5.0,26,Weekend,Indian,69
1478247,Sushi of Gari,104555,32.98,4.0,21,Weekend,Japanese,16
1477875,Blue Ribbon Sushi Bar & Grill,154022,12.18,5.0,18,Weekend,Japanese,42
1476749,Sushi of Gari Tribeca,351799,9.55,4.0,25,Weekend,Japanese,96
1477600,Hangawi,347263,6.74,0.0,22,Weekend,Korean,1
1477500,Cafe Habana,152786,14.07,4.0,21,Weekend,Mexican,3
1477498,RedFarm Hudson,103500,14.02,0.0,22,Weekend,Chinese,17
1478337,Empanada Mama (closed),100527,5.92,3.0,25,Weekday,Mexican,12
1476736,Nobu Next Door,60835,12.46,4.0,28,Weekend,Japanese,45
1477372,Sushi of Gari Tribeca,55227,29.2,5.0,22,Weekend,Japanese,96
1477126,Nobu Next Door,41409,15.76,0.0,31,Weekday,Japanese,45
1478158,Balade,232035,9.22,5.0,24,Weekday,Middle Eastern,109
1476586,Osteria Morini,173667,8.88,0.0,26,Weekend,Italian,46
1477951,The Odeon,242689,13.92,0.0,23,Weekend,American,56
1477472,RedFarm Hudson,67845,29.34,5.0,29,Weekend,Chinese,17
1476738,Yama 49,233614,22.36,0.0,25,Weekend,Japanese,70
1477445,Donburi-ya,97079,5.77,0.0,29,Weekend,Japanese,80
1477738,Osteria Morini,97346,12.13,5.0,26,Weekend,Italian,46
1477403,The Meatball Shop,87603,6.69,4.0,27,Weekend,Italian,7
1477392,Chipotle Mexican Grill $1.99 Delivery,203370,15.57,4.0,20,Weekend,Mexican,32
1476877,The Loop,53289,4.66,0.0,25,Weekend,Japanese,108
1477877,RedFarm Broadway,360844,19.35,5.0,18,Weekend,Chinese,33
1477586,The Meatball Shop,84087,8.78,5.0,33,Weekday,Italian,7
1477936,Blue Ribbon Sushi,133202,9.17,0.0,29,Weekend,Japanese,18
1478209,Shake Shack,63141,29.1,0.0,28,Weekend,American,15
1477643,RedFarm Hudson,139827,5.77,4.0,28,Weekend,Chinese,17
1477809,Posto,148499,24.25,0.0,25,Weekend,Italian,110
1478380,The Meatball Shop,110091,9.41,5.0,32,Weekday,Italian,7
1477516,Han Dynasty,52256,29.15,0.0,19,Weekend,Chinese,49
1476915,Pepe Rosso To Go,142273,15.57,5.0,27,Weekend,Italian,72
1478109,Nobu Next Door,87006,11.59,5.0,24,Weekend,Japanese,45
1476914,Parm,141445,16.3,3.0,23,Weekend,Italian,29
1477463,Mamoun's Falafel,66505,12.18,5.0,30,Weekday,Mediterranean,40
1477521,RedFarm Hudson,113972,12.08,0.0,26,Weekday,Chinese,17
1477427,The Kati Roll Company,291891,17.03,5.0,22,Weekend,Indian,25
1476944,Terakawa Ramen,105614,8.54,3.0,25,Weekday,Japanese,111
1477929,Nobu Next Door,87006,6.74,0.0,29,Weekend,Japanese,45
1477220,Kambi Ramen House,41249,32.93,5.0,19,Weekend,Japanese,112
1476866,Blue Ribbon Sushi,42018,12.18,0.0,32,Weekday,Japanese,18
1477037,Blue Ribbon Sushi,79215,12.23,3.0,21,Weekend,Japanese,18
1477495,Shake Shack,92806,14.94,0.0,31,Weekday,American,15
1477248,Shake Shack,349123,12.95,5.0,30,Weekday,American,15
1476740,Jack's Wife Freda,60873,25.17,4.0,25,Weekday,Mediterranean,39
1477238,Blue Ribbon Sushi,87727,13.87,0.0,28,Weekend,Japanese,18
1478052,Shake Shack,77544,24.3,4.0,16,Weekend,American,15
1477130,Wo Hop Restaurant,365469,14.16,4.0,16,Weekend,Chinese,113
1477856,The Smile,143984,25.17,3.0,15,Weekend,American,88
1477592,Shake Shack,87357,31.43,5.0,19,Weekend,American,15
1477659,Shake Shack,54093,13.0,0.0,18,Weekend,American,15
1477661,Blue Ribbon Fried Chicken,122852,24.2,0.0,29,Weekend,American,4
1477230,Shake Shack,284455,12.66,5.0,24,Weekend,American,15
1476624,Momoya,117810,6.84,0.0,24,Weekday,Japanese,59
1477832,Spice Thai,100778,15.86,0.0,25,Weekend,Thai,114
1477749,Cafe Habana,362842,9.75,5.0,30,Weekday,Mexican,3
1478037,da Umberto,97346,7.61,0.0,26,Weekend,Italian,95
1477109,Sushi of Gari 46,208020,29.05,0.0,23,Weekend,Japanese,24
1476902,Room Service,165110,22.31,0.0,15,Weekend,Thai,98
1476916,Dickson's Farmstand Meats,52832,15.72,4.0,28,Weekend,American,115
1476703,TAO,405334,25.22,0.0,16,Weekend,Japanese,28
1477785,Xi'an Famous Foods,77306,24.3,4.0,29,Weekend,Chinese,52
1476650,J. G. Melon,88201,8.35,5.0,23,Weekend,American,104
1476643,Momoya,88185,22.85,4.0,17,Weekend,Japanese,59
1477371,UVA Wine Bar & Restaurant,369452,29.15,0.0,30,Weekend,Italian,116
1476994,Blue Ribbon Sushi Bar & Grill,141576,19.35,5.0,28,Weekday,Japanese,42
1476934,Jack's Wife Freda,126134,32.93,3.0,16,Weekend,Mediterranean,39
1476954,Momoya,97370,14.21,0.0,30,Weekend,Japanese,59
1478160,Donburi-ya,52832,15.86,5.0,28,Weekday,Japanese,80
1478228,TAO,86233,15.28,4.0,22,Weekend,Japanese,28
1478002,The Meatball Shop,348096,12.13,5.0,16,Weekend,Italian,7
1478112,The Meatball Shop,232542,22.36,4.0,21,Weekend,Italian,7
1478114,Shake Shack,237616,5.68,0.0,18,Weekend,American,15
1477400,Sushi of Gari Tribeca,68775,29.15,4.0,17,Weekend,Japanese,96
1478274,Waverly Diner,374826,22.8,4.0,21,Weekend,American,83
1477804,The Meatball Shop,381020,19.45,5.0,19,Weekend,Italian,7
1477572,Vanessa's Dumpling House,150865,15.52,5.0,23,Weekend,Chinese,89
1476904,Blue Ribbon Sushi,60845,25.27,3.0,20,Weekend,Japanese,18
1477336,The Meatball Shop,94480,32.93,5.0,29,Weekend,Italian,7
1476929,S'MAC,61181,24.2,0.0,17,Weekend,American,76
1477812,Rubirosa,93505,24.2,5.0,15,Weekend,Italian,53
1477210,Shake Shack,182080,14.65,0.0,33,Weekday,American,15
1477873,Shake Shack,370053,12.08,3.0,24,Weekend,American,15
1477858,Rubirosa,60052,5.77,0.0,21,Weekend,Italian,53
1477788,P.J. Clarke's,270444,4.71,0.0,15,Weekend,American,85
1476711,Blue Ribbon Fried Chicken,106968,8.78,0.0,26,Weekend,American,4
1477997,Blue Ribbon Sushi Izakaya,186473,12.23,3.0,25,Weekend,Japanese,2
1477523,RedFarm Broadway,53503,12.23,4.0,21,Weekend,Chinese,33
1476572,Blue Ribbon Fried Chicken,356195,29.15,5.0,29,Weekday,American,4
1476895,Burger Joint,105460,13.1,0.0,18,Weekend,American,97
1478236,Chipotle Mexican Grill $1.99 Delivery,121905,22.26,4.0,21,Weekend,Mexican,32
1476628,Parm,70456,12.56,0.0,28,Weekday,Italian,29
1476927,Sushi of Gari 46,62626,13.05,0.0,22,Weekend,Japanese,24
1477547,Rubirosa,242754,13.92,0.0,27,Weekend,Italian,53
1478349,Balthazar Boulangerie,229946,21.39,0.0,29,Weekend,French,61
1477850,Blue Ribbon Sushi,216438,29.25,0.0,17,Weekend,Japanese,18
1478048,Burger Joint,101202,12.18,4.0,15,Weekend,American,97
1477133,Shake Shack,175290,12.18,0.0,25,Weekend,American,15
1476746,ilili Restaurant,201471,12.66,5.0,15,Weekend,Middle Eastern,87
1477724,RedFarm Hudson,80531,12.18,0.0,27,Weekend,Chinese,17
1476911,Bareburger,74707,8.63,4.0,22,Weekend,American,55
1478292,Tamarind TriBeCa,334373,12.18,0.0,30,Weekend,Indian,6
1478024,Sushi of Gari Tribeca,241719,14.12,0.0,29,Weekend,Japanese,96
1478281,Blue Ribbon Sushi,58898,16.93,4.0,25,Weekend,Japanese,18
1478009,Parm,379538,6.79,3.0,30,Weekend,Italian,29
1476898,Han Dynasty,174437,29.2,0.0,30,Weekend,Chinese,49
1477285,RedFarm Broadway,325285,14.02,0.0,26,Weekday,Chinese,33
1478335,Nobu Next Door,84502,25.17,4.0,29,Weekend,Japanese,45
1477934,RedFarm Broadway,60052,12.61,5.0,21,Weekend,Chinese,33
1476645,Serafina Fabulous Pizza,140477,13.68,5.0,20,Weekend,Italian,117
1477450,Blue Ribbon Sushi,79215,11.93,3.0,21,Weekend,Japanese,18
1477657,Lantern Thai Kitchen,177078,13.97,0.0,29,Weekend,Thai,86
1478135,The Meatball Shop,276431,14.02,5.0,27,Weekday,Italian,7
1477254,Blue Ribbon Sushi,58898,8.1,5.0,18,Weekend,Japanese,18
1477705,Jack's Wife Freda,60397,12.18,3.0,23,Weekend,Mediterranean,39
1477814,Pylos,62359,35.41,4.0,29,Weekday,Mediterranean,13
1478059,Gaia Italian Cafe,53947,8.78,0.0,15,Weekend,Italian,118
1478192,Shake Shack,54365,16.25,5.0,23,Weekend,American,15
1477743,Blue Ribbon Sushi,104130,6.64,0.0,15,Weekend,Japanese,18
1477203,The Meatball Shop,60138,15.86,5.0,26,Weekday,Italian,7
1477292,Parm,386766,17.03,3.0,27,Weekday,Italian,29
1477178,Bareburger,47440,24.2,4.0,23,Weekend,American,55
1478283,J. G. Melon,167986,8.25,3.0,33,Weekday,American,104
1477321,Five Guys Burgers and Fries,89844,12.08,0.0,18,Weekend,American,19
1477322,CafÌ© China,355592,12.13,0.0,25,Weekend,Chinese,62
1477879,ilili Restaurant,362961,16.49,4.0,28,Weekend,Middle Eastern,87
1476741,Blue Ribbon Sushi Izakaya,318095,6.79,5.0,30,Weekend,Japanese,2
1478303,Sushi of Gari,72639,10.72,0.0,26,Weekday,Japanese,16
1476647,Piccolo Angolo,294246,19.35,0.0,29,Weekend,Italian,71
1476669,Chola Eclectic Indian Cuisine,142677,8.73,5.0,28,Weekend,Indian,119
1477049,TAO,175101,9.65,4.0,18,Weekend,Japanese,28
1477602,Vanessa's Dumplings,320493,16.78,5.0,29,Weekend,Chinese,77
1477088,Mamoun's Falafel,129486,12.61,4.0,17,Weekend,Mediterranean,40
1476964,RedFarm Broadway,81405,24.25,5.0,22,Weekend,Chinese,33
1477981,Westville Hudson,154464,11.16,4.0,20,Weekend,American,43
1476717,Pongsri Thai,151191,20.18,0.0,25,Weekday,Thai,57
1477851,Blue Ribbon Sushi Izakaya,66373,32.93,4.0,19,Weekend,Japanese,2
1478063,Parm,367093,15.86,0.0,24,Weekday,Italian,29
1477636,Parm,94909,12.13,4.0,26,Weekend,Italian,29
1477763,Blue Ribbon Sushi,111356,13.87,0.0,30,Weekday,Japanese,18
1477944,Rubirosa,70564,14.12,3.0,27,Weekday,Italian,53
1478073,TAO,121686,24.25,4.0,21,Weekend,Japanese,28
1478357,Blue Ribbon Sushi,142356,14.07,0.0,29,Weekday,Japanese,18
1478055,indikitch,7567,5.58,0.0,30,Weekend,Indian,69
1476815,Prosperity Dumpling,39029,13.63,5.0,24,Weekend,Chinese,41
1477019,RedFarm Hudson,62359,15.52,5.0,18,Weekend,Chinese,17
1477159,Shake Shack,283310,8.73,0.0,17,Weekend,American,15
1478409,Melt Shop,151333,25.27,5.0,30,Weekend,American,103
1477471,Hot Kitchen,103147,29.54,5.0,28,Weekend,Chinese,120
1476747,Junoon,115213,9.22,0.0,32,Weekday,Indian,121
1477165,Blue Ribbon Fried Chicken,128600,15.33,0.0,15,Weekend,American,4
1477378,Tamarind TriBeCa,115610,12.13,0.0,20,Weekend,Indian,6
1476803,Han Dynasty,73873,14.02,0.0,15,Weekend,Chinese,49
1477792,The Smile,270525,8.39,0.0,31,Weekday,American,88
1478331,Han Dynasty,42424,12.13,5.0,27,Weekend,Chinese,49
1478319,The Meatball Shop,84087,16.49,3.0,28,Weekend,Italian,7
1477090,Osteria Morini,54081,9.22,4.0,33,Weekday,Italian,46
1477623,The Meatball Shop,41136,19.35,0.0,20,Weekend,Italian,7
1477098,RedFarm Broadway,304509,22.8,0.0,33,Weekday,Chinese,33
1477399,Shake Shack,378482,29.49,0.0,24,Weekend,American,15
1476649,Ravagh Persian Grill,38116,16.93,0.0,21,Weekend,Middle Eastern,122
1478288,Rohm Thai,58231,29.1,0.0,23,Weekend,Thai,123
1477719,RedFarm Hudson,367051,15.04,3.0,25,Weekend,Chinese,17
1477816,Momoya,187187,11.59,3.0,29,Weekend,Japanese,59
1477777,Hill Country Fried Chicken,73175,31.43,5.0,28,Weekday,Southern,37
1476637,Blue Ribbon Fried Chicken,49695,18.24,0.0,16,Weekend,American,4
1477349,Nobu Next Door,52327,4.47,5.0,26,Weekend,Japanese,45
1478222,Vanessa's Dumplings,370656,8.98,0.0,20,Weekend,Chinese,77
1476774,Shake Shack,114400,29.39,0.0,33,Weekday,American,15
1478421,Dig Inn Seasonal Market,59673,15.71,5.0,26,Weekday,American,124
1476775,Shake Shack,66636,29.1,5.0,31,Weekday,American,15
1478087,Bareburger,96921,8.39,3.0,30,Weekend,American,55
1476710,Blue Ribbon Sushi Izakaya,65009,8.93,5.0,18,Weekend,Japanese,2
1478395,Han Dynasty,283052,13.0,4.0,22,Weekend,Chinese,49
1478265,Dos Caminos,52832,16.06,0.0,19,Weekend,Mexican,94
1476625,Olea,348352,6.69,0.0,28,Weekday,Mediterranean,125
1477413,Shake Shack,325272,16.1,0.0,24,Weekend,American,15
1477485,Jack's Wife Freda,165695,6.69,5.0,16,Weekend,Mediterranean,39
1476708,Nobu Next Door,126026,9.51,0.0,29,Weekend,Japanese,45
1477168,TAO,352130,12.08,0.0,30,Weekend,Japanese,28
1476872,Blue Ribbon Sushi,42018,5.82,0.0,28,Weekday,Japanese,18
1477161,Nobu Next Door,263426,9.41,0.0,30,Weekend,Japanese,45
1477799,Xe May Sandwich Shop,399520,14.07,0.0,28,Weekday,Vietnamese,100
1477309,Rubirosa,64151,22.8,5.0,27,Weekday,Italian,53
1478132,Cafeteria,74762,12.23,0.0,25,Weekday,American,34
1477456,Blue Ribbon Sushi Bar & Grill,124085,15.91,0.0,16,Weekend,Japanese,42
1477678,Otto Enoteca Pizzeria,102085,9.61,5.0,30,Weekend,Italian,22
1477428,Shake Shack,77857,8.0,4.0,30,Weekend,American,15
1477359,RedFarm Hudson,373285,12.08,0.0,24,Weekend,Chinese,17
1477542,Shake Shack,59673,12.08,0.0,27,Weekday,American,15
1477945,Rubirosa,63096,14.12,0.0,15,Weekend,Italian,53
1477211,Sarabeth's Restaurant,304365,21.93,0.0,27,Weekend,American,99
1477315,Cafe Mogador,176622,15.91,5.0,15,Weekend,Middle Eastern,21
1478058,Amy Ruth's,200631,7.38,4.0,29,Weekday,Southern,67
1476678,Shake Shack,91817,21.39,4.0,18,Weekend,American,15
1478363,Cho Dang Gol,138024,29.25,4.0,21,Weekend,Korean,126
1477288,El Parador Cafe,47879,13.19,5.0,28,Weekday,Mexican,127
1478350,Vanessa's Dumplings,132753,15.57,5.0,28,Weekend,Chinese,77
1477651,Parm,404649,19.45,0.0,28,Weekday,Italian,29
1476977,Shake Shack,41246,25.17,5.0,26,Weekend,American,15
1477544,RedFarm Hudson,113972,19.35,4.0,15,Weekend,Chinese,17
1477487,TAO,209552,12.61,5.0,24,Weekend,Japanese,28
1477187,Chipotle Mexican Grill $1.99 Delivery,353331,12.13,5.0,19,Weekend,Mexican,32
1478387,Jack's Wife Freda,70564,12.08,5.0,19,Weekend,Mediterranean,39
1476955,Dirty Bird to Go,70001,12.08,0.0,32,Weekday,American,5
1476673,Blue Ribbon Sushi Izakaya,83287,9.51,0.0,21,Weekend,Japanese,2
1476909,Blue Ribbon Sushi Bar & Grill,366975,4.85,5.0,21,Weekend,Japanese,42
1478204,Blue Ribbon Fried Chicken,64153,14.07,4.0,24,Weekday,American,4
1476613,Chipotle Mexican Grill $1.99 Delivery,65561,29.1,5.0,28,Weekend,Mexican,32
1476739,Socarrat Paella Bar,290266,25.22,5.0,20,Weekend,Spanish,128
1476617,The Meatball Shop,53513,31.33,3.0,15,Weekend,Italian,7
1477563,Shake Shack,385426,17.03,5.0,32,Weekday,American,15
1477302,Don's Bogam BBQ & Wine Bar,52832,12.23,0.0,20,Weekend,Korean,129
1478217,Tamarind TriBeCa,62161,6.07,4.0,17,Weekend,Indian,6
1478341,Shake Shack,254913,10.82,4.0,20,Weekend,American,15
1477200,Han Dynasty,289597,9.51,0.0,27,Weekday,Chinese,49
1476982,Bareburger,47440,8.73,5.0,19,Weekend,American,55
1478367,Blue Ribbon Sushi Izakaya,100999,12.23,0.0,26,Weekday,Japanese,2
1477852,da Umberto,74412,32.98,0.0,28,Weekend,Italian,95
1477325,Parm,54110,19.35,4.0,26,Weekday,Italian,29
1477524,Xi'an Famous Foods,236739,19.45,5.0,18,Weekend,Chinese,52
1477430,Five Leaves,182252,6.26,5.0,26,Weekday,American,65
1477197,Alidoro,345062,12.61,0.0,22,Weekend,American,130
1476763,RedFarm Broadway,142170,13.1,4.0,22,Weekend,Chinese,33
1476893,Tony's Di Napoli,164131,14.07,0.0,27,Weekend,Italian,131
1476884,Shake Shack,167828,15.57,0.0,18,Weekend,American,15
1477693,Bareburger,67345,13.05,4.0,30,Weekend,American,55
1478170,Blue Ribbon Sushi Izakaya,208186,16.44,0.0,23,Weekend,Japanese,2
1477676,Blue Ribbon Sushi,78939,8.54,5.0,25,Weekend,Japanese,18
1477637,Nobu Next Door,227992,12.13,0.0,16,Weekend,Japanese,45
1477922,Westville Hudson,304587,33.03,5.0,18,Weekend,American,43
1478151,Cipriani Le Specialita,62941,5.92,5.0,30,Weekend,Italian,132
1477219,The Meatball Shop,389155,32.98,3.0,25,Weekday,Italian,7
1478018,Shake Shack,304112,16.25,5.0,31,Weekday,American,15
1477998,Blue Ribbon Sushi,90113,29.1,5.0,16,Weekend,Japanese,18
1477170,The Meatball Shop,197832,12.08,0.0,28,Weekday,Italian,7
1478282,Cafe Habana,221394,8.25,4.0,29,Weekend,Mexican,3
1477826,RedFarm Broadway,381020,8.2,4.0,30,Weekend,Chinese,33
1477890,Shake Shack,284835,22.36,3.0,32,Weekday,American,15
1477045,Chipotle Mexican Grill $1.99 Delivery,143511,16.44,0.0,30,Weekday,Mexican,32
1478430,The Loop,133701,24.3,5.0,29,Weekend,Japanese,108
1477160,The Meatball Shop,61181,8.63,4.0,27,Weekday,Italian,7
1477605,Momoya,91907,9.02,0.0,30,Weekend,Japanese,59
1478351,Blue Ribbon Sushi,78939,12.08,5.0,16,Weekend,Japanese,18
1477017,TAO,175101,15.76,0.0,19,Weekend,Japanese,28
1478202,Burger Joint,345429,21.88,5.0,24,Weekend,American,97
1478053,Barbounia,125262,5.77,0.0,23,Weekend,Mediterranean,8
1476933,Shake Shack,375704,32.98,3.0,21,Weekend,American,15
1476656,RedFarm Hudson,124596,29.1,0.0,26,Weekday,Chinese,17
1478071,Five Guys Burgers and Fries,70315,14.12,4.0,25,Weekend,American,19
1476800,Blue Ribbon Sushi,183520,11.59,0.0,23,Weekend,Japanese,18
1477568,Blue Ribbon Fried Chicken,296554,9.75,5.0,32,Weekday,American,4
1478332,Five Guys Burgers and Fries,146456,12.18,0.0,26,Weekend,American,19
1477504,Empanada Mama (closed),71613,15.57,4.0,20,Weekend,Mexican,12
1477597,Shake Shack,49010,24.25,5.0,24,Weekend,American,15
1478001,Blue Ribbon Fried Chicken,64153,31.38,3.0,20,Weekend,American,4
1477127,Shake Shack,314480,15.76,5.0,24,Weekday,American,15
1477846,Blue Ribbon Sushi,52574,24.25,5.0,26,Weekday,Japanese,18
1477297,Tony's Di Napoli,164131,29.1,0.0,19,Weekend,Italian,131
1477838,Han Dynasty,52256,12.08,5.0,23,Weekend,Chinese,49
1477112,Blue Ribbon Fried Chicken,65806,12.13,0.0,28,Weekend,American,4
1477355,Blue Ribbon Sushi,79215,15.86,0.0,15,Weekend,Japanese,18
1477365,Shake Shack,61181,14.07,5.0,25,Weekend,American,15
1477266,Saravanaa Bhavan,85422,24.25,5.0,26,Weekday,Indian,106
1477800,Sushi Choshi,344268,13.73,3.0,27,Weekend,Japanese,133
1478428,The Smile,53543,12.18,5.0,27,Weekday,American,88
1478400,Chipotle Mexican Grill $1.99 Delivery,353331,29.05,0.0,27,Weekend,Mexican,32
1478403,RedFarm Broadway,294478,32.98,4.0,15,Weekend,Chinese,33
1477970,Cafe Habana,198802,6.69,5.0,31,Weekday,Mexican,3
1476928,The Meatball Shop,58205,24.3,0.0,21,Weekend,Italian,7
1477020,Rubirosa,91108,7.33,5.0,22,Weekend,Italian,53
1477973,RedFarm Hudson,245264,9.12,5.0,26,Weekday,Chinese,17
1478406,Sarabeth's East,129122,12.13,0.0,30,Weekend,American,36
1477701,Kanoyama,328551,32.98,5.0,16,Weekend,Japanese,134
1477318,UVA Wine Bar & Restaurant,42408,14.65,5.0,25,Weekday,Italian,116
1477438,Parm,94132,31.33,0.0,16,Weekend,Italian,29
